cod_gl_res144_indec,provincia,departamento,nombre_del_gobierno_local,categoria_de_gobierno,gobierno_local_con_paso_o_centro_fronterizo,gobierno_local_que_pertenece_a_un_aglomerado_urbano,poblacion_censo_2010,localidades_administradas_por_el_gobierno_local,distancia_a_la_capital_provincial,distancia_a_la_capital_alterna,perfil_economico_de_la_region,cantidad_de_parques_industriales_renpi,incendios_reportados_en_el_periodo_1999-2022,inundaciones_reportadas_en_el_periodo_1999-2022,fiestas_locales,sitio_web,direccion_postal_de_la_sede_de_gobierno,telefonos_sede_de_gobierno,apellido_y_nombre_de_la_maxima_autoridad.,latitud,longitud
180217,Corrientes,Lavalle,Yatayti Calle,Municipio,No,No,  2.420 ,Yatay Ti Calle             ,174 KM,"36,1 KM",Primario - Industrial,0,1,3,-,https://www.corrientes.gob.ar/home/yatayti-calle/municipio,Av. Dr. Raúl Alfonsín s/n.,"03777 445752,03777 – 445742","Sandoval, Aldo Robert",-58.9122326864,-29.0283125668
180224,Corrientes,Mburucuyá,Mburucuyá,Municipio,No,No,  9.252 ,Mburucuyá             ,"88,4 KM","157,8 KM",Primario - Industrial,0,2,5,Festival Nacional del Auténtico Chamamé Tradicional (Febrero) -,www.mburucuya.gob.ar,Gral Rodriguez 264 (3427),"03782 498003,-","Guastavino, Pablo Ezequiel",-58.2303056696,-28.0468575822
180231,Corrientes,Mercedes,Felipe Yofré,Municipio,No,No,  1.782 ,Felipe Yofré             ,"189,1 KM","89,6 KM",Primario - Industrial,0,1,3,-,www.felipeyofre.gob.ar,Pago Largo S/N (3472),"3773-469748,03773 – 492194,03773 492021","Aguirre, Leonardo Tomás",-58.339630558,-29.1068306263
180238,Corrientes,Mercedes,Mariano Indalecio Loza,Municipio,No,No,  1.967 ,Mariano I. Loza (Est. Justino Solari)             ,"221,9 KM","107,1 KM",Primario - Industrial,0,1,3,-,https://www.corrientes.gob.ar/home/mariano-i-loza/municipio,Arenales y Corrientes (3476),"03773 495005,3835539828","FERNANDEZ, ZULEMA I",-58.1922345561,-29.3768720995
180245,Corrientes,Mercedes,Mercedes,Municipio,No,No,  36.918 ,Mercedes             ,"205,5 KM","115,5 KM",Primario - Industrial,1,1,3,"Festividad del Gaucho Gil (Enero) - Exposición Nacional de Ganadería, Industria y Comercio y Artesanías Regionales (Septiembre) -",www.municipalidaddemercedes.gob.ar,Sarmiento 676 (3470),"03773 420100,03773 423310,3773 412626,3773 411670","Caram, Diego Martín ",-58.0735317667,-29.1846928085
180252,Corrientes,Monte Caseros,Colonia Libertad,Municipio,No,No,  1.485 ,Colonia Libertad -  Estación Libertad -  Parada Acuña            ,"303,4 KM","171,7 KM",Primario - Industrial,0,1,2,-,https://www.corrientes.gob.ar/home/colonia-libertad/municipio,Calle Pública s/n,"03775 423251,03775-479331,03775-479332","Fracalossi, Roberto Ramón",-57.8217083171,-30.0433033963
180259,Corrientes,Monte Caseros,Juan Pujol,Municipio,No,No,  1.863 ,Juan Pujol             ,"342,2 KM","196,6 KM",Primario - Industrial,0,1,2,-,https://www.corrientes.gob.ar/home/juan-pujol/municipio,Delletese S/N (3405),"03775 499399,-","Dalzotto, Sergio Rene",-57.8558925697,-30.4193217438
180266,Corrientes,Monte Caseros,Mocoretá,Municipio,No,No,  7.334 ,Mocoretá             ,"360,4 KM","205,7 KM",Primario - Industrial,1,1,2,-,www.mocoreta.gob.ar,Marturet 594 (3226),"03775 498145,-","Fornaroli, Juan Pablo ",-57.9753625743,-30.6166771628
180273,Corrientes,Monte Caseros,Monte Caseros,Municipio,Si,No,  25.656 ,Monte Caseros -  Parada Labougle      ,"331,3 KM","200,2 KM",Primario - Industrial,1,1,2,Torneo de Pesca Variada de la Triple Frontera (Mayo) -,www.montecaseros.gob.ar,Rivadavia 246 (3220),"03775 422411,-","ALVAREZ, JUAN CARLOS ",-57.6294817668,-30.2494229596
180280,Corrientes,Paso de los Libres,Bonpland ,Municipio,No,No,  1.311 ,Bonpland             ,"295,8 KM",193 KM,Primario - Industrial,0,1,2,-,https://www.corrientes.gob.ar/home/bonpland/municipio,Av. San Martín s/n,"03772 425985,03772 15-58-9716","Perez, Osvaldo Roberto ",-57.4278325391,-29.8174715347
180287,Corrientes,Paso de los Libres,Parada Pucheta,Municipio,No,No,  786 ,Parada Pucheta             ,"298,3 KM","184,3 KM",Primario - Industrial,0,1,2,-,https://www.corrientes.gob.ar/home/parada-pucheta/municipio,Sin datos,"03772 637610,-","Osuna, Silvina Soledad",-57.5741688348,-29.9060392798
180294,Corrientes,Paso de los Libres,Paso de los Libres,Municipio,Si,No,  45.805 ,Paso de los Libres             ,"303,3 KM","220,4 KM",Primario - Industrial,0,1,2,Festival Internacional del Guiso (Agosto) - Fiesta Nacional del Carnaval de Fronteras (Febrero) - Exposición Nacional de la Frontera (Septiembre) -,www.pasodeloslibres.gob.ar,Madariaga 737 (3320),"03772 425604,03772 425605","Ascua, Martín Ignacio",-57.0854053989,-29.7137148104
180301,Corrientes,Paso de los Libres,Tapebicuá,Municipio,No,No,  740 ,Tapebicuá             ,"291,4 KM","225,7 KM",Primario - Industrial,0,1,2,-,www.tapebicua.gob.ar,Vidal s/n,"03772 421538,-","MENDEZ RIVEIRO, HERMES J",-56.9748504034,-29.5068220838
180308,Corrientes,Saladas,Saladas,Municipio,No,No,  18.812 ,Saladas             ,"90,5 KM","116,3 KM",Primario - Industrial,0,2,4,Fiesta Provincial de la Miel (Noviembre) -,www.saladas.gob.ar,25 de Mayo y Sto. Cabral (3420),"03782 422268,03782-421014,03782-421033","GOMEZ, NOEL B O",-58.6237267467,-28.2550670287
180315,Corrientes,Saladas,San Lorenzo,Municipio,No,No,  3.432 ,San Lorenzo             ,"75,3 KM","121,3 KM",Primario - Industrial,0,2,4,-,https://www.corrientes.gob.ar/home/san-lorenzo/municipio,Sarmiento y San Luis (3416),"03782 492000,-","ACEVEDO, JUAN JOSE ",-58.7681324147,-28.1380987968
180318,Corrientes,Saladas,Pago de los Deseos,Municipio,No,No,  -   ,Pago de los Deseos             ,"91,2 KM","130,5 KM",Primario - Industrial,0,2,4,-,https://www.facebook.com/municipio.depagodelosdeseos/,"Ruta13, km 21","S/D,-","Magaldi, Sintia Soledad",-58.4485973688,-28.2071920216
180322,Corrientes,San Cosme,Paso de la Patria,Municipio,Si,No,  6.383 ,Barrio Paraíso del Paso -  Paso de la Patria      ,31 KM,"213,5 KM",Primario - Industrial,0,1,4,Fiesta Nacional del Dorado (Agosto) -,www.pasodelapatria.gob.ar,25 de Mayo 518 (3409),"0379 4494300,0379- 4494442,0379 4494224","Osnaghi, Guillermo Augusto ",-58.5725641482,-27.3173742609
180329,Corrientes,San Cosme,San Cosme,Municipio,No,No,  4.750 ,San Cosme             ,"33,9 KM","209,9 KM",Primario - Industrial,0,1,4,-,www.sancosme.gob.ar,Vidal esq Valenzuela (3412),"0379 4496906,0379 – 4496901","MORALES MACIEL, GIOVANA Z",-58.5125134411,-27.370373364
180336,Corrientes,San Cosme,Santa Ana de los Guácaras,Municipio,No,No,  3.248 ,Ingenio Primer Correntino -  Santa Ana de los Guácaras      ,"18,3 KM","196,4 KM",Primario - Industrial,0,1,4,-,www.santaanadelosguacaras.com,Iberá y Constitución,"0379 4497005,0379-4497954","ALMIRON, MARIA S",-58.6547603459,-27.4553549986
180343,Corrientes,San Luis del Palmar,Herlitzka,Municipio,No,No,  431 ,Herlitzka,"58,5 KM","200,6 KM",Primario - Industrial,0,1,4,-,https://www.corrientes.gob.ar/home/herlitzka/municipio,Sin datos,"0379 4492468,-","CUENCA, JAVIER A",-58.2588843921,-27.5658366976
180350,Corrientes,San Luis del Palmar,San Luis del Palmar,Municipio,No,No,  17.159 ,San Luis del Palmar             ,"28,4 KM","194,1 KM",Primario - Industrial,0,1,4,-,https://www.corrientes.gob.ar/home/san-luis-del-palmar/municipio,25 de Mayo S/N (3403),"3794-4974283,0379 4492005","LUJAN, NESTOR R",-58.5561477149,-27.5076986552
180357,Corrientes,San Martín,Colonia Carlos Pellegrini,Municipio,No,No,  1.095 ,Colonia Carlos Pellegrini             ,"202,9 KM","214,5 KM",Primario - Industrial,0,1,3,Feria de Aves y Vida Silvestre del NEA (Mayo) -,www.ibera.gob.ar,Yaguareté y Ñangapiry,"03773 423427,03773 15432388,","DE LA CRUZ FRAGA, JUAN ",-57.1713500896,-28.5372356879
180364,Corrientes,San Martín,Guaviraví,Municipio,No,No,  881 ,Guaviraví             ,289 KM,"237,6 KM",Primario - Industrial,0,1,3,-,https://www.corrientes.gob.ar/home/guaviravi/municipio,Acceso a Guaviraví y Sgto. Cabral,"03772 56-3545,-","Mendez Ribeiro, Wualther Javier",-56.8297294875,-29.3672572775
180371,Corrientes,San Martín,La Cruz ,Municipio,Si,No,  9.050 ,La Cruz             ,288 KM,"255,1 KM",Primario - Industrial,1,1,3,-,www.lacruz.gob.ar,Colon S/N (3346),"03772 491149,-","FAGUNDEZ, CARLOS EMIR ",-56.6382949899,-29.1786291269
180378,Corrientes,San Martín,Yapeyú,Municipio,Si,No,  2.114 ,Yapeyú             ,"298,4 KM","240,3 KM",Primario - Industrial,0,1,3,-,https://www.corrientes.gob.ar/home/yapeyu/municipio,Sargento Cabral S/N (3231),03772 493013,"Fagundez, Luz Marisol",-56.8150660497,-29.4708978723
180385,Corrientes,San Miguel,Loreto,Municipio,No,No,  3.012 ,Loreto             ,"158,1 KM",247 KM,Primario,0,2,5,-,www.loretocorrientes.gob.ar,Tomas Ubeda S/N (3409),"03781 498008,03781 497142,3794075271","MAIDANA, ORLANDO D",-57.2752518107,-27.7684268023
180392,Corrientes,San Miguel,San Miguel ,Municipio,No,No,  7.560 ,El Caimán -  San Miguel      ,137 KM,"207,1 KM",Primario,0,2,5,-,www.sanmiguelcorrientes.gob.ar,Meza 1675 (3485),"03781 483113,-","Barreiro, José Alberto",-57.5873113033,-27.9983259261
180399,Corrientes,San Roque,9 de Julio ,Municipio,No,No,  2.794 ,9 de Julio (Est. Pueblo 9 de Julio)             ,"153,1 KM","53,5 KM",Primario - Industrial,0,2,3,-,https://www.corrientes.gob.ar/home/9-de-julio/municipio,San Martin S/N  (3445),"03777 491072,-","YNSAURRALDE, HUGO S",-58.8300857176,-28.8407771599
180406,Corrientes,San Roque,Pedro Rodolfo Fernández,Municipio,No,No,  2.115 ,Pedro R. Fernández (Est. Mantilla)             ,"143,7 KM","73,5 KM",Primario - Industrial,0,2,3,-,www.municipiodepedrorfernandez.com,Mantilla S/N (3446),03777 477063,"INSAURRALDE, JUAN MARCELO ",-58.6541382201,-28.7463402485
180413,Corrientes,San Roque,Chavarría,Municipio,No,No,  2.721 ,Chavarría             ,"167,8 KM","70,1 KM",Primario - Industrial,0,2,3,-,https://www.chavarria.gob.ar/,Astrada y Quiroz (3474),"03773 491154,-","MAZZOLI, JUAN R",-58.5717674622,-28.9552557114
180417,Corrientes,San Roque,Colonia Pando,Municipio,No,No,  1.287 ,Colonia Pando             ,"122,8 KM","101,8 KM",Primario - Industrial,0,2,3,-,https://www.corrientes.gob.ar/home/colonia-pando/municipio,Av. Corrientes s/n,"03772 493047,-","Romero, Ricardo Dario",-58.4875853177,-28.5237974396
180420,Corrientes,San Roque,San Roque,Municipio,No,No,  9.449 ,San Roque             ,"123,6 KM","83,4 KM",Primario - Industrial,0,2,3,-,www.sanroqueciudad.gob.ar,Islas Malvinas 795 (3448),"03777 478907,0377-548954","Hadad, Raúl Eduardo ",-58.7051349845,-28.5693032323
180427,Corrientes,Santo Tomé,Garruchos,Municipio,Si,No,  1.046 ,Garruchos             ,"323,9 KM","368,8 KM",Industrial - Primario,0,2,4,-,https://www.corrientes.gob.ar/home/garruchos/municipio,San Martin e Islas Malvinas (3351),"03756 487095,-","SCOTTO, MARCELO F",-55.6506443276,-28.1737410213
180434,Corrientes,Santo Tomé,Gobernador Virasoro,Municipio,No,No,  32.983 ,Gobernador Virasoro -  San Alonso      ,"286,4 KM","340,3 KM",Industrial - Primario,1,2,4,Fiesta Provincial del Mate y la Amistad (Abril) -,www.virasoro.gob.ar,Av. Lavalle 405 (3342),"03756-481619,03756- 482154,03756-482933","Fernandez Recalde, Emiliano",-56.009632486,-28.0468079828
180441,Corrientes,Santo Tomé,Garaví,Municipio,No,No,  1.444 ,Garaví             ,"312,7 KM","354,4 KM",Industrial - Primario,0,2,4,-,Sin datos,Sin datos,"03756 481659,03756-482687","Chukel, Paola Rosana",-55.7844099941,-28.2303186276
180448,Corrientes,Santo Tomé,Santo Tomé,Municipio,Si,No,  25.824 ,Coronel Desiderio Sosa -  Santo Tomé      ,"301,1 KM","321,5 KM",Industrial - Primario,0,2,4,-,https://www.corrientes.gob.ar/home/santo-tome/municipio,San Martin 121 (3340),"03756 422505,03756 - 420118  ,03756 420177","SUAID CORTES, JOSE A",-56.0348110769,-28.5498158067
180455,Corrientes,Sauce,Sauce,Municipio,No,No,  9.032 ,Sauce             ,"291,4 KM","114,6 KM",Primario - Industrial,0,1,2,-,www.munisauce.gob.ar,Mitre 799 (3463),"03774 480488,-","ROMANO, CARLOS R",-58.787280777,-30.085534717
220007,Chaco,Almirante Brown,Concepción del Bermejo,Municipio de Segunda,No,No,  6.080 ,Concepción del Bermejo             ,"217,1 KM","54,5 KM",Primario,0,0,1,-,www.concepciondelbermejo.gob.ar,San Martín 21.,"0364-4493303,-","Maldonado, Raúl Adrian ",-60.9461769608,-26.6003305861
220014,Chaco,Almirante Brown,Los Frentones,Municipio de Tercera,No,No,  7.508 ,Los Frentones -  Río Muerto      ,"268,3 KM","105,8 KM",Primario,0,0,1,-,https://www.facebook.com/municipalidad.losfrentones,Sarmiento 635 (3712),"0364-4490092,03644 -418681,03644-523217","Gomez, Anahí Judith ",-61.4128805782,-26.4070680087
220021,Chaco,Almirante Brown,Pampa del Infierno,Municipio de Segunda,No,No,  10.265 ,Pampa del Infierno             ,"242,5 KM","79,9 KM",Primario,0,0,1,Fiesta Provincial del Chivo (Marzo) -,https://www.facebook.com/Municipalidad.PampadelInfierno/,Sarmiento 625,"0364-4497311,-","Seifert, Glenda Vanesa ",-61.1765724475,-26.5035583961
220028,Chaco,Almirante Brown,Taco Pozo,Municipio de Segunda,No,No,  10.222 ,Taco Pozo             ,"473,5 KM",311 KM,Primario,0,0,1,-,S/D,Av. San Martín s/n,03877-495168,"Ibañez, Carlos Antonio ",-63.2648575469,-25.6150351304
220035,Chaco,Bermejo,General Vedia,Municipio de Tercera,No,No,  3.417 ,General Vedia             ,"66,4 KM","177,6 KM",Primario - Industrial,0,0,5,-,https://www.facebook.com/General-Vedia-Chaco-116812081686944/,Planta urbana s/n,0362-4498834,"Rodriguez, Jorge Damian ",-58.6619702593,-26.9379341576
220042,Chaco,Bermejo,Isla del Cerrito,Municipio de Tercera,No,No,  1.900 ,Isla del Cerrito             ,"40,6 KM","189,1 KM",Primario - Industrial,0,0,5,Fiesta Provincial del Chupín y Pescado Frito (Agosto) - Corso de la dulzura (Enero) -,https://www.facebook.com/MunicipioIsladelCerrito/,Diagonal Uriburu y Avenida de la Hermandad Argenti,"0362-4496281,03624-496288","Garcia, José Luis Jesús ",-58.6194294874,-27.2914991172
220049,Chaco,Bermejo,La Leonesa,Municipio de Segunda,No,No,  10.843 ,La Leonesa             ,"54,5 KM","174,4 KM",Primario - Industrial,0,0,5,-,https://www.facebook.com/Municipalidad-De-La-Leonesa-Gestion-Jose-Carbajal-634845356970346/,Remedios de Escalada y San Martín (3518),"3624470799,03624-256047"," Carbajal, José Ramon",-58.7072486233,-27.0381487231
220056,Chaco,Bermejo,Las Palmas,Municipio de Segunda,Si,No,  6.283 ,Las Palmas             ,"54,7 KM",177 KM,Primario - Industrial,0,0,5,Festival de las Manos Artesanas (Febrero) -,www.laspalmas.gob.ar,Av. San Martín s/n,"0362-4471160,-","Armella, Víctor Hugo ",-58.6823960241,-27.0487509656
220063,Chaco,Bermejo,Puerto Bermejo,Municipio de Tercera,Si,No,  1.958 ,Puerto Bermejo Nuevo -  Puerto Bermejo Viejo      ,"75,6 KM","192,7 KM",Primario - Industrial,0,0,5,-,https://www.facebook.com/MunicipalidaddePuertoBermejo/,"Nuevo Asentamiento, s/n","0362-4494071,-","Velozo, Isaac Alberto ",-58.5087691039,-26.9291063234
220070,Chaco,Bermejo,Puerto Eva Perón,Municipio de Tercera,No,No,  651 ,Puerto Eva Perón             ,"95,3 KM","180,5 KM",Primario - Industrial,0,0,5,Festival del Chupin de Río (Enero) -,https://www.facebook.com/muni.puertoevaperon/,Planta urbana s/n.,0370-4497025,"Lavia, Diego Alejandro ",-58.6323972257,-26.6637000136
220077,Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,Municipio de Primera,No,No,  96.944 ,Presidencia Roque Sáenz Peña             ,"162,7 KM",0 KM,Primario - Industrial,0,0,2,Fiesta Nacional del Algodón (Mayo) - Fiesta de la Familia (Octubre) - Encuentro de Colectividades (Octubre) - Octubre Coral (Octubre) -,www.saenzpena.gob.ar,Mariano Moreno 801,"0364-4421587,-","Cipolini, Bruno Luis ",-60.4412483253,-26.7909717755
220084,Chaco,Chacabuco,Charata,Municipio de Primera,No,No,  30.590 ,Charata             ,"219,9 KM","87,9 KM",Primario - Industrial,0,0,1,AGRONEA (Junio) -,Sin datos,Rivadavia 372,"03731-421333,-"," Chomiak, Maria Luisa",-61.1873479677,-27.2179223026
220091,Chaco,12 de Octubre,Gancedo,Municipio de Tercera,No,No,  4.711 ,Gancedo             ,"266,3 KM","144,9 KM",Primario - Industrial,0,0,2,Fiesta Nacional del Meteorito (Septiembre) -,https://www.facebook.com/municipalidaddegancedo.gancedochaco/,Av. San Martín esq. Meteorito,03731-491625,"Stacchiotti, Adriana",-61.6766967148,-27.4874144464
220098,Chaco,12 de Octubre,General Capdevila,Municipio de Tercera,No,No,  467 ,General Capdevila             ,"246,6 KM","124,3 KM",Primario - Industrial,0,0,2,-,Sin datos,Planta urbana s/n,"03731-480742,03731-402259","Acerbo, Karina Andrea ",-61.4761415088,-27.4225713529
220105,Chaco,12 de Octubre,General Pinedo,Municipio de Segunda,No,No,  17.103 ,General Pinedo -  Mesón de Fierro -  Pampa Landriel            ,"227,9 KM","102,3 KM",Primario - Industrial,0,0,2,-,www.municipiopinedo.gob.ar,Gob. Duca y A. González,"03731-480433,-","Ciucci, Franco Mario Cesar ",-61.2809982817,-27.3253861555
220112,Chaco,2 de Abril,Hermoso Campo,Municipio de Segunda,No,No,  7.432 ,Hermoso Campo -  Itín      ,"233,9 KM","127,6 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/munihermosocampochaco/,Av. Libertad y Perón (3733),"03735-495200,03735-530134","Requena, Diogenes Anibal ",-61.3442358579,-27.6100163824
220119,Chaco,Fray Justo Santa María de Oro,Chorotis,Municipio de Tercera,No,No,  3.017 ,Chorotis -  Venados Grandes      ,"243,8 KM","156,9 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/Municipalidad-de-Chorotis-1759770324306554/,Planta urbana s/n.,03735-492555,"Bodnarczuk Ledesma, Marcelo Ernesto ",-61.4013993131,-27.9146445286
220126,Chaco,Fray Justo Santa María de Oro,Santa Sylvina,Municipio de Segunda,No,No,  8.809 ,Santa Sylvina             ,"216,4 KM","134,5 KM",Primario - Industrial,0,0,2,-,S/D,Sarmiento 418,03735-492289,"Maggio, Adelaida Susana ",-61.1360003688,-27.8316109767
220133,Chaco,General Belgrano,Corzuela,Municipio de Segunda,No,No,  11.988 ,Corzuela             ,205 KM,"55,5 KM",Primario - Industrial,0,0,1,-,www.municipalidaddecorzuela.gob.ar,Rivadavia 120,03731-470091,"Carrara, Rafael Rubén ",-60.9703382683,-26.9513065405
220140,Chaco,General Donovan,La Escondida,Municipio de Segunda,No,No,  4.028 ,La Escondida             ,"60,7 KM","104,8 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/Municipalidad-de-La-Escondida-284786078869133/?ref=page_internal,Av Madre Teresa de Calcuta s/n (3514),"0362-4499196,03624-863740","Winnik, Francisco Martín ",-59.4463769415,-27.105348615
220147,Chaco,General Donovan,Lapachito,Municipio de Tercera,No,No,  1.231 ,Lapachito             ,"52,2 KM","112,5 KM",Primario - Industrial,0,0,2,-,Sin datos,Calle pública s/n,"3624-496001,-"," Dominguez, Roberto Anibal",-59.3854154416,-27.1593324983
220154,Chaco,General Donovan,La Verde,Municipio de Tercera,No,No,  2.952 ,La Verde             ,"53,7 KM","112,3 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/mesadegestion01/,Manuel Belgrano s/n,0362-154305546," Peña, Raúl Ramon",-59.376198307,-27.1304179905
220161,Chaco,General Donovan,Makallé,Municipio de Segunda,No,No,  5.279 ,Makallé             ,"41,5 KM","123,5 KM",Primario - Industrial,0,0,2,-,https://twitter.com/munimakalle?lang=es,Victorio Ghío s/n,0362-4495187,"Angione, Marcelo Angel ",-59.2870860952,-27.2057849209
220165,Chaco,General Güemes,El Espinillo,Municipio de Tercera,No,No,  -   ,El Espinillo,271 KM,"153,5 KM",Primario,0,0,4,-,https://www.facebook.com/Municipalidad-de-El-Espinillo-chaco-105842994247868/,Calle pública s/n.,"S/D,-","Cuellar, Zenon ",-60.447767465,-25.4088157468
220168,Chaco,General Güemes,El Sauzalito,Municipio de Tercera,No,No,  7.560 ,El Sauzal -  El Sauzalito -  Fortín Belgrano -  Tartagal -  Tres Pozos -  Wichi    ,"432,3 KM","290,7 KM",Primario,0,0,4,-,www.elsauzalito.gob.ar,Planta urbana s/n,"	 0364-154454182,-","Perez, Alcides ",-61.6860505877,-24.4284890436
220175,Chaco,General Güemes,Fuerte Esperanza,Municipio de Tercera,No,No,  3.148 ,Comandancia Frías -  Fuerte Esperanza      ,"383,2 KM",229 KM,Primario,0,0,4,-,www.fuertesperanza.gob.ar,Calle pública s/n,3644 594 420,"Ortega, Inés",-61.8413720675,-25.1605144174
220182,Chaco,General Güemes,Juan José Castelli,Municipio de Segunda,No,No,  33.651 ,Juan José Castelli -  Zaparinqui      ,"234,4 KM","95,5 KM",Primario,0,0,4,Encuentro de Escultores (Julio) - Festival de la Chacarera del Monte (Septiembre) -,https://www.castelli.gob.ar/,Sarmiento 99,"02903 -497138,-","Sander, Pío Oscar ",-60.6200670452,-25.9465789297
220189,Chaco,General Güemes,Miraflores,Municipio de Segunda,No,No,  9.141 ,Las Hacheras -  Miraflores      ,"279,7 KM","135,9 KM",Primario,0,0,4,-,www.miraflores.gob.ar,Planta urbana s/n.,"0364-4472012,-","Frank, Jorge Damian ",-60.9301874546,-25.6494249779
220196,Chaco,General Güemes,Misión Nueva Pompeya,Municipio de Tercera,No,No,  4.194 ,Nueva Pompeya             ,"376,1 KM","231,3 KM",Primario,0,0,4,-,www.misionnuevapompeya.gob.ar,Planta urbana s/n (3705),"03715-481001,03624517759 ","Gonzalez, Vicentes ",-61.4831451726,-24.9330746183
220203,Chaco,General Güemes,Villa Río Bermejito,Municipio de Tercera,No,No,  9.438 ,El Espinillo -  Fortín Lavalle -  Puerto Lavalle -  Villa Río Bermejito     ,"238,6 KM","128,9 KM",Primario,0,0,4,Encuentro Provincial de Escultores y Chatarra (Mayo) - Tres Rios para una aventura (Septiembre) - Festival del Río (Enero) - Tributo al Río (Enero) -,www.villariobermejito.gob.ar,Planta urbana s/n,"03735-492075,-","Paredez, Julio Cesar ",-60.2549292687,-25.6427588342
220210,Chaco,Independencia,Avia Terai,Municipio de Segunda,No,No,  7.510 ,Avia Terai             ,"193,4 KM","30,8 KM",Primario - Industrial,0,0,2,-,https://m.facebook.com/municipalidaddeaviaterai/,Gral. San Martín esq. Malvinas Argentinas.,"0364-4491206,0364491268","Pallares, Hector René ",-60.7280308349,-26.6866516745
220217,Chaco,Independencia,Campo Largo,Municipio de Segunda,No,No,  11.625 ,Campo Largo -  Colonia José Mármol -  Fortín Las Chuñas            ,"198,2 KM","39,6 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/Municipalidad-de-Campo-Largo-Chaco-107757740718278/,Güemes esq. Maipú.,"0364-4495051,-","Suarez, Manuel ",-60.8390178665,-26.8003104921
220224,Chaco,Independencia,Napenay,Municipio de Tercera,No,No,  3.276 ,Napenay             ,"181,4 KM","18,7 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/Municipalidad-de-Napenay-107176557678138/,Calle Pública s/n.,"0364-154307721,-","Balbuena, Carlos Gustavo",-60.6167760571,-26.7295871131
220231,Chaco,Libertad,Colonia Popular,Municipio de Tercera,No,No,  553 ,Colonia Popular             ,"26,7 KM","138,8 KM",Primario - Industrial,0,0,2,-,Sin datos,Av. San Martín s/n.,"0362-4496600,-","Plozzer, Juan Carlos ",-59.1514756925,-27.2751918733
220238,Chaco,Libertad,Laguna Blanca,Municipio de Tercera,No,No,  729 ,Laguna Blanca             ,"33,8 KM","130,5 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/municipiolagunablanca/,Planta urbana s/n (3514),"0362-4496419,0362-4628282,0364-4587970","Panzardi, José Juan Ramon",-59.2330158033,-27.2554304378
220245,Chaco,Libertad,Puerto Tirol,Municipio de Segunda,No,No,  10.876 ,Estación General Obligado -  Puerto Tirol      ,"14,4 KM","148,9 KM",Primario - Industrial,1,0,2,Fiesta Nacional del Taninero (Enero) - Fiesta Provincial del Chamamé (Enero) -,https://www.facebook.com/municipalidadptotirol/,Av. 12 de Octubre y Julio A. Roca,"0362-4492129,-"," De Pompert Bangher, Humberto Guillermo",-59.0892761679,-27.3740411941
220252,Chaco,Libertador General San Martín,Ciervo Petiso,Municipio de Tercera,No,No,  1.119 ,Ciervo Petiso             ,"117,2 KM","84,1 KM",Primario - Industrial,0,0,4,-,https://www.facebook.com/Municipalidad-de-Ciervo-Petiso-331078557568432/,Planta urbana s/n.,"03725-429997,-","Alderete, Ramón Enrique ",-59.6300338026,-26.5801424798
220259,Chaco,Libertador General San Martín,General San Martín,Municipio de Primera,No,No,  32.714 ,General José de San Martín             ,"108,9 KM","113,1 KM",Primario - Industrial,1,0,4,Carnavales de la Alegría (Febrero) - Concurso Nacional de Escultores en Madera (Julio) -,https://www.facebook.com/municipioSanMartinchaco/,Chile 400 (y Moreno),"0345-4905090 ,03725-420017","Leiva Miner, Mauro Alejandro",-59.3413210054,-26.5363023602
220266,Chaco,Libertador General San Martín,La Eduvigis,Municipio de Tercera,No,No,  1.849 ,La Eduvigis -  Selvas del Río de Oro      ,70 KM,"137,2 KM",Primario - Industrial,0,0,4,-,https://www.facebook.com/municipalidadlaeduvigis/,Planta urbana s/n,"362 4262153,362 4173240"," Mitoire, Estela Carina",-59.06232062,-26.8364618121
220273,Chaco,Libertador General San Martín,Laguna Limpia,Municipio de Tercera,No,No,  1.525 ,Laguna Limpia             ,"127,8 KM","82,6 KM",Primario - Industrial,0,0,4,-,Sin datos,Planta urbana s/n,"03725-429998,-","Riquelme, Juan de la Cruz",-59.6803568759,-26.4958399098
220280,Chaco,Libertador General San Martín,Pampa Almirón,Municipio de Tercera,No,No,  1.758 ,Pampa Almirón             ,"85,8 KM","131,4 KM",Primario - Industrial,0,0,4,-,www.municipiopampaalmiron.gob.ar,Planta urbana s/n.,"03725-421310,-","Piccilli, Gladys Lilian ",-59.124045076,-26.7011493404
220287,Chaco,Libertador General San Martín,Pampa del Indio,Municipio de Segunda,No,No,  15.287 ,Pampa del Indio             ,"183,8 KM","96,3 KM",Primario - Industrial,0,0,4,Cabalgata de la Fé (Agosto) - Encuentro Intercultural Arte en Vivo (Septiembre) -,S/D,Balbuena Valdéz 339,"03725-494076,-","Karasiuk, Gustavo Javier ",-59.942753581,-26.049025
